id,name,cat_id,category,sub_cat_id,subcategory,four_letter,four_letter_total_voted,enneagram,enneagram_total_voted,socionics,socionics_total_voted,instinctual_variant,instinctual_variant_total_voted,tritype,tritype_total_voted,temperaments,temperaments_total_voted,attitudinal_psyche,attitudinal_psyche_total_voted,big_5_SLOAN,big_5_SLOAN_total_voted,classic_jungian,classic_jungian_total_voted,letter_1,letter_1_percentage,letter_2,letter_2_percentage,letter_3,letter_3_percentage,letter_4,letter_4_percentage,four_letter_total_voted_binned
20228,Nikolas Cruz,10,Noteworthy,94,Criminals,ISFP,113,4w3,53,ESI,8,sx/sp,24,468.0,17,Melancholic-Choleric,11,EFVL,5,RLUEN,10,IF(S),3,I,1.0,S,0.96,F,0.65,P,0.97,50+
11650,Emily Ratajkowski,1,Pop Culture,275,Models,ISFP,113,7w6,41,SEE,6,sx/so,19,739.0,14,Sanguine [Dominant],8,,0,SCUAN,1,EF(N),2,I,0.63,S,0.62,F,0.88,P,0.58,50+
328,Ulysses S. Grant,6,Political,12,Presidents of the USA,ISFP,110,9w8,53,SLI,20,sp/sx,19,963.0,18,Melancholic-Choleric,15,FEVL,8,SCOAI,8,IF(S),7,I,0.93,S,0.94,F,0.8,P,0.93,50+
4961,George Michael,14,Musician,1549,Classic Pop & Contemporary,ISFP,110,4w3,55,EIE,12,sx/so,23,479.0,16,Melancholic [Dominant],23,FELV,1,RLUAI,6,EF(N),1,I,0.6,S,0.65,F,0.98,P,0.68,50+
31774,Yung Lean,14,Musician,1551,"European, Musicians",ISFP,107,4w3,75,SEI,7,sp/sx,28,497.0,22,Melancholic-Phlegmatic,19,FEVL,8,RLUAI,8,IF(N),3,I,0.93,S,0.93,F,0.97,P,0.99,50+
20085,Judy Garland,1,Pop Culture,3392,People of Classic Hollywood,ISFP,107,4w3,41,SEI,10,so/sx,10,469.0,7,Sanguine-Melancholic,7,EFVL,1,RLUAN,4,,0,I,0.82,S,0.95,F,0.97,P,0.66,50+
151842,Pocah,14,Musician,10107,"Brazil, Musicians",ISFP,106,9w8,64,SEI,10,sp/so,22,963.0,21,Sanguine-Phlegmatic,20,FEVL,5,SCUAN,11,EF(S),4,I,0.75,S,1.0,F,0.9,P,0.96,50+
18594,Bae Jinyoung (CIX),29,Kpop,1548,Kpop,ISFP,105,4w5,23,LSI,7,sx/sp,10,458.0,7,Melancholic [Dominant],12,VELF,3,RLUEI,3,,0,I,0.9,S,0.86,F,0.88,P,1.0,50+
260136,Zemfira,14,Musician,1551,"European, Musicians",ISFP,104,4w3,42,ILI,13,sx/sp,9,468.0,5,Melancholic-Choleric,22,EFVL,10,RLUEI,5,,0,I,0.99,S,0.66,F,0.78,P,0.86,50+
34212,Nana Komatsu,1,Pop Culture,3427,Actors & Actresses (Asia),ISFP,104,9w1,54,SEI,5,sx/so,6,974.0,8,Melancholic-Phlegmatic,5,VLFE,1,RCUAI,2,IF(N),1,I,0.95,S,0.61,F,0.96,P,0.71,50+
67053,Angèle,14,Musician,1551,"European, Musicians",ISFP,103,7w6,42,SEI,6,sx/so,12,793.0,12,Sanguine-Phlegmatic,6,EVFL,3,SCUAI,3,IS(F),1,I,0.73,S,0.69,F,1.0,P,0.99,50+
30570,Gypsy Rose Blanchard,10,Noteworthy,94,Criminals,ISFP,101,4w3,56,ESE,24,sp/sx,25,469.0,17,Melancholic-Sanguine,12,FELV,8,SLUAI,5,EF(S),13,I,0.84,S,0.85,F,0.97,P,0.75,50+
410186,Pablo Gavi,5,Sports,23,Football (Soccer),ISFP,100,6w7,30,SEI,3,sx/so,9,638.0,10,Sanguine-Choleric,15,FELV,4,RLUAN,8,IS(F),2,I,0.81,S,0.87,F,0.9,P,0.82,50+
53175,Sharon Tate,1,Pop Culture,3392,People of Classic Hollywood,ISFP,100,9w1,79,SEI,14,so/sx,27,947.0,35,Melancholic-Sanguine,10,EFVL,6,RCUAI,3,IF(S),5,I,0.95,S,0.94,F,1.0,P,0.87,50+
75102,Ronaldo De Azevedo (Gato Galactico),15,Internet,3375,Comedians,ISFP,97,3w4,49,EIE,2,so/sp,7,379.0,9,Sanguine-Melancholic,7,EFVL,2,RLOEI,2,ES(T),1,I,0.48,S,0.63,F,0.88,P,0.92,50+
21481,Rupert Grint,1,Pop Culture,3424,Actors and Actresses (UK & Ireland),ISFP,97,6w7,42,SEI,6,sp/sx,7,692.0,8,Phlegmatic [Dominant],13,FEVL,1,RCUAN,2,IT(N),1,I,0.88,S,0.89,F,0.94,P,0.97,50+
48652,Orlando Bloom,1,Pop Culture,3424,Actors and Actresses (UK & Ireland),ISFP,96,9w8,24,SEI,11,sp/sx,10,973.0,6,Phlegmatic-Sanguine,5,FEVL,3,RCUAN,4,IF(S),6,I,0.66,S,0.85,F,1.0,P,0.55,50+
11582,Mohamed Salah,5,Sports,23,Football (Soccer),ISFP,93,2w1,29,SEI,1,so/sp,7,269.0,6,Phlegmatic [Dominant],9,FELV,1,RCUAN,4,IF(S),3,I,0.94,S,0.74,F,0.99,P,0.63,50+
11301,Sofia Coppola,1,Pop Culture,207,Film Directors,ISFP,93,9w1,26,SEI,10,sp/sx,5,946.0,7,Phlegmatic-Melancholic,5,,0,RCOAI,2,IF(S),2,I,0.99,S,0.87,F,0.99,P,0.89,50+
150307,Nicki Nicole,14,Musician,1601,"Latin American, Musicians",ISFP,93,3w4,30,LIE,1,sx/sp,6,397.0,4,Sanguine-Choleric,7,FVEL,1,SCUEN,2,ES(T),4,I,0.44,S,0.87,F,0.52,P,0.89,50+
1053,John Travolta,1,Pop Culture,13,Actors and Actresses (USA),ISFP,90,3w2,39,SEI,8,so/sx,9,379.0,7,Phlegmatic-Sanguine,6,FEVL,3,RLUAN,4,ET(N),2,I,0.8,S,0.9,F,0.89,P,0.91,50+
75633,Kyrie Irving,5,Sports,22,Basketball,ISFP,88,4w3,49,IEI,21,sx/so,8,497.0,10,Phlegmatic-Melancholic,9,EFLV,6,RCUEI,6,IF(S),2,I,0.99,S,0.73,F,0.8,P,0.97,50+
15156,Jack Kerouac,16,The Arts,82,"Writers (Literature, Modern)",ISFP,88,4w5,30,SLI,6,sx/sp,9,468.0,9,Melancholic-Sanguine,6,,0,RLUEI,6,IF(N),1,I,0.9,S,0.76,F,0.98,P,0.95,50+
38013,Lana Rhoades,1,Pop Culture,118,Performers,ISFP,87,2w3,31,SEI,17,sp/sx,9,296.0,7,Sanguine [Dominant],9,FEVL,2,RLOAN,4,IF(S),2,I,0.75,S,0.83,F,0.82,P,0.74,50+
17655,Luka Dončić,5,Sports,22,Basketball,ISFP,85,6w5,29,SEE,2,sx/sp,6,639.0,7,Phlegmatic-Sanguine,8,,0,RCUAI,3,IF(S),4,I,0.93,S,0.68,F,0.92,P,0.98,50+
5210,Albert Fish,10,Noteworthy,94,Criminals,ISFP,85,8w9,41,SLI,9,sp/sx,12,835.0,9,Phlegmatic-Melancholic,16,FELV,4,RLUEN,10,IN(T),2,I,0.91,S,0.93,F,0.85,P,0.86,50+
48972,Taylor Hill,1,Pop Culture,275,Models,ISFP,84,3w4,21,LSE,8,sp/so,6,371.0,5,Sanguine-Phlegmatic,5,VFLE,1,SCOEN,1,ET(S),1,I,0.62,S,0.55,F,0.87,P,0.92,50+
28984,Dita Von Teese,1,Pop Culture,275,Models,ISFP,84,4w3,44,ESI,8,sx/sp,12,479.0,8,Sanguine-Phlegmatic,5,VLFE,2,SLUAN,2,IF(S),1,I,0.94,S,0.8,F,0.83,P,0.8,50+
11754,Travis Fimmel,1,Pop Culture,3426,Actors & Actresses (Oceania),ISFP,83,4w5,21,SEI,1,sx/sp,3,415.0,1,Melancholic [Dominant],1,,0,,0,,0,I,0.98,S,0.55,F,0.66,P,0.55,50+
49530,Vincent Gallo,1,Pop Culture,207,Film Directors,ISFP,82,4w3,38,IEI,6,sx/sp,18,486.0,18,Melancholic-Choleric,13,ELVF,7,RLUEI,9,IF(S),4,I,0.84,S,0.45,F,0.67,P,1.0,50+
217178,J (STAYC),29,Kpop,1548,Kpop,ISFP,82,2w1,30,IEI,6,so/sp,7,297.0,5,Melancholic-Phlegmatic,8,VEFL,3,SLOAI,5,IN(F),1,I,0.99,S,0.63,F,0.95,P,0.66,50+
155747,Austin Butler,1,Pop Culture,13,Actors and Actresses (USA),ISFP,81,4w3,32,SEE,4,sx/so,9,479.0,13,Sanguine-Melancholic,6,FELV,2,RCUAN,3,ES(T),1,I,0.79,S,0.9,F,0.93,P,0.7,50+
34929,Eunbin (CLC),29,Kpop,1548,Kpop,ISFP,80,9w1,20,SEI,7,so/sp,10,946.0,6,Phlegmatic-Melancholic,10,,0,RCUAN,6,EN(F),2,I,0.55,S,0.46,F,0.98,P,0.98,50+
326533,Ángel Di María,5,Sports,23,Football (Soccer),ISFP,79,6w5,19,ILE,1,sx/so,5,649.0,5,Phlegmatic [Dominant],7,EVFL,1,RCUAN,3,IN(T),5,I,0.97,S,0.53,F,0.62,P,0.95,50+
9821,Colin Farrell,1,Pop Culture,3424,Actors and Actresses (UK & Ireland),ISFP,79,6w5,26,SEI,4,sx/sp,8,684.0,4,Phlegmatic-Sanguine,6,,0,,0,,0,I,0.77,S,0.84,F,0.87,P,1.0,50+
38384,Ethan Dolan,15,Internet,3375,Comedians,ISFP,78,9w8,34,,0,so/sx,3,973.0,6,Choleric-Sanguine,3,,0,RCUAN,2,ES(T),1,I,0.59,S,0.72,F,0.88,P,0.99,50+
20364,Steven Yeun,1,Pop Culture,13,Actors and Actresses (USA),ISFP,75,9w1,22,SEI,2,sp/so,8,614.0,5,Phlegmatic [Dominant],3,,0,RCUAI,1,EN(F),1,I,0.88,S,0.51,F,0.96,P,0.85,50+
33555,Jodie Comer,1,Pop Culture,3424,Actors and Actresses (UK & Ireland),ISFP,75,4w3,39,LSI,2,so/sp,4,469.0,11,Melancholic-Phlegmatic,11,FELV,1,RLUAN,2,,0,I,0.8,S,0.95,F,0.97,P,0.93,50+
12436,Enrique Iglesias,14,Musician,1551,"European, Musicians",ISFP,73,4w3,23,SEI,4,sx/so,8,479.0,5,Choleric-Melancholic,5,,0,RLUAN,1,,0,I,0.64,S,0.95,F,0.96,P,0.96,50+
281076,FACE,14,Musician,1551,"European, Musicians",ISFP,73,4w3,32,ESI,11,sx/so,11,468.0,14,Melancholic-Choleric,38,FVEL,10,RCUEN,9,IF(S),4,I,0.99,S,0.93,F,0.7,P,0.95,50+
64121,Lucas Paquetá,5,Sports,23,Football (Soccer),ISFP,72,7w8,13,,0,so/sx,4,729.0,3,Sanguine [Dominant],8,,0,,0,IF(S),2,I,0.51,S,0.96,F,0.93,P,1.0,50+
34549,Richard Madden,1,Pop Culture,3424,Actors and Actresses (UK & Ireland),ISFP,72,6w5,31,ESE,4,sp/so,6,649.0,5,Sanguine-Phlegmatic,4,,0,RLUAN,3,,0,I,0.96,S,0.58,F,0.96,P,0.6,50+
118074,Matuê,14,Musician,10107,"Brazil, Musicians",ISFP,72,7w8,34,ESE,6,sp/sx,14,749.0,14,Melancholic-Sanguine,16,FELV,3,RCUAN,6,IF(S),2,I,0.58,S,0.75,F,0.88,P,0.92,50+
138435,MC Bin Laden,14,Musician,10107,"Brazil, Musicians",ISFP,72,6w7,30,ESE,8,sx/so,17,692.0,14,Phlegmatic [Dominant],16,EFLV,2,SCUAN,6,IF(S),5,I,0.53,S,0.6,F,0.93,P,0.97,50+
25377,YooA (OH MY GIRL),29,Kpop,1548,Kpop,ISFP,71,6w7,18,SEI,3,so/sp,5,694.0,7,Melancholic-Sanguine,3,FEVL,3,SLOAI,6,,0,I,0.75,S,0.76,F,1.0,P,1.0,50+
106552,DPR Live,29,Kpop,1548,Kpop,ISFP,71,4w3,12,SEI,2,so/sx,2,497.0,1,Melancholic-Phlegmatic,2,FELV,2,RCUAI,2,IN(F),2,I,0.97,S,0.51,F,0.99,P,0.52,50+
66959,Nate Diaz,5,Sports,485,MMA,ISFP,70,6w7,49,ESI,17,sx/sp,20,648.0,18,Melancholic-Choleric,14,VLEF,4,RLOEN,9,IF(S),8,I,0.93,S,0.96,F,0.69,P,0.96,50+
292370,João Guilherme,1,Pop Culture,3433,Actors & Actresses (Latin America),ISFP,70,3w2,22,SEI,5,so/sp,12,369.0,10,Sanguine [Dominant],8,EFVL,3,SLUAN,8,ES(F),1,I,0.47,S,0.86,F,0.51,P,1.0,50+
429803,O.de (Xdinary Heroes),29,Kpop,1548,Kpop,ISFP,69,4w3,24,,0,sp/sx,5,261.0,6,Phlegmatic [Dominant],7,,0,RCOEI,1,,0,I,0.62,S,0.99,F,0.88,P,0.51,50+
49568,Paul Newman,1,Pop Culture,3392,People of Classic Hollywood,ISFP,68,9w8,31,ILI,6,sp/so,7,952.0,6,Phlegmatic-Sanguine,7,FVLE,2,SCUEI,4,IT(S),1,I,0.93,S,0.69,F,0.63,P,0.96,50+
41635,Paul Walker,1,Pop Culture,13,Actors and Actresses (USA),ISFP,67,7w8,28,SEI,7,sx/so,8,792.0,12,Phlegmatic-Sanguine,11,EFLV,3,SCUAI,11,ES(T),3,I,0.63,S,0.97,F,0.9,P,0.97,50+
19390,Bonnie Parker,10,Noteworthy,94,Criminals,ISFP,67,6w5,31,ESI,10,sx/sp,4,684.0,7,Melancholic-Choleric,5,VLFE,2,RLUAN,3,IN(T),1,I,0.78,S,0.72,F,0.76,P,0.76,50+
62957,Gia Carangi,1,Pop Culture,275,Models,ISFP,67,4w3,31,SEE,10,sx/sp,18,487.0,17,Choleric-Melancholic,13,EFVL,1,SLUEI,7,,0,I,0.61,S,0.99,F,0.99,P,1.0,50+
56512,Yoon Dowoon (DAY6),29,Kpop,1548,Kpop,ISFP,66,9w1,30,,0,sp/so,8,964.0,5,Phlegmatic [Dominant],5,,0,RCUAN,2,,0,I,0.92,S,0.92,F,0.94,P,0.97,50+
15669,Leo (VIXX),29,Kpop,1548,Kpop,ISFP,66,9w8,15,SEI,5,sx/sp,5,964.0,3,Melancholic [Dominant],4,VFEL,1,RCOAI,2,IF(S),2,I,0.98,S,0.52,F,0.97,P,0.52,50+
150966,Nadine Lustre,1,Pop Culture,3427,Actors & Actresses (Asia),ISFP,66,4w3,24,ESI,5,so/sx,8,468.0,4,Melancholic-Choleric,2,EFVL,1,RLUEI,5,IF(S),1,I,0.98,S,0.56,F,0.98,P,0.98,50+
320310,Angus Cloud,1,Pop Culture,13,Actors and Actresses (USA),ISFP,65,9w8,34,SLI,6,sp/so,13,974.0,8,Phlegmatic [Dominant],14,FVLE,4,RCUAN,9,,0,I,0.95,S,0.97,F,0.68,P,1.0,50+
88949,Goo Hara (KARA),29,Kpop,1548,Kpop,ISFP,65,3w2,20,LSI,3,sx/so,6,936.0,4,Phlegmatic [Dominant],9,,0,,0,IS(F),7,I,0.98,S,0.6,F,0.95,P,0.97,50+
19313,Phoebe Tonkin,1,Pop Culture,3426,Actors & Actresses (Oceania),ISFP,65,9w8,29,,0,so/sp,4,936.0,6,Phlegmatic [Dominant],5,,0,RCUAI,2,,0,I,0.82,S,0.62,F,0.92,P,0.91,50+
50189,Brigitte Bardot,1,Pop Culture,3425,Actors & Actresses (Europe),ISFP,64,7w6,40,ESI,11,sx/sp,7,641.0,11,Phlegmatic-Sanguine,7,EFVL,4,SCOAI,2,IF(S),3,I,0.88,S,0.91,F,0.91,P,0.91,50+
50190,Jane Birkin,1,Pop Culture,3425,Actors & Actresses (Europe),ISFP,64,9w1,25,SEI,14,sx/so,10,947.0,9,Phlegmatic-Sanguine,7,EFLV,7,RCUAN,4,IF(S),7,I,0.86,S,0.75,F,0.98,P,0.78,50+
23868,Bruna Marquezine,1,Pop Culture,3433,Actors & Actresses (Latin America),ISFP,64,9w1,25,ESI,2,sx/sp,4,937.0,2,Melancholic-Sanguine,8,EFVL,1,SCOAI,3,IF(N),2,I,0.81,S,0.92,F,0.95,P,0.88,50+
10156,Jean-Claude Van Damme,1,Pop Culture,3425,Actors & Actresses (Europe),ISFP,63,9w8,23,SEI,4,sx/sp,7,936.0,7,Phlegmatic [Dominant],7,FVEL,2,RLOAI,3,,0,I,0.83,S,0.84,F,0.79,P,0.86,50+
15529,Liv Tyler,1,Pop Culture,13,Actors and Actresses (USA),ISFP,62,9w8,22,SEI,8,sp/so,7,962.0,7,Phlegmatic-Sanguine,7,EFVL,2,RLUAN,4,IF(S),3,I,0.98,S,0.79,F,0.98,P,0.9,50+
71668,Yoo Taeyang (SF9),29,Kpop,1548,Kpop,ISFP,62,4w5,14,SEI,1,sp/sx,7,469.0,6,Melancholic [Dominant],6,,0,RLOAN,3,,0,I,1.0,S,0.53,F,1.0,P,0.97,50+
37779,Alexander McQueen,16,The Arts,3553,Fashion Designers,ISFP,62,4w3,33,SEI,4,sx/sp,8,485.0,6,Melancholic [Dominant],4,ELVF,1,RLUAI,4,IF(S),1,I,0.94,S,0.6,F,0.95,P,0.95,50+
7387,Janet Jackson,14,Musician,1549,Classic Pop & Contemporary,ISFP,61,9w8,35,ESI,6,sp/sx,14,946.0,9,Melancholic-Phlegmatic,7,EFVL,1,RCOAN,4,IF(S),4,I,0.84,S,0.95,F,0.93,P,0.9,50+
23610,Charlie Heaton,1,Pop Culture,3424,Actors and Actresses (UK & Ireland),ISFP,61,9w1,18,SEI,3,sp/so,3,945.0,4,Melancholic [Dominant],4,FELV,2,RCUAI,2,,0,I,0.95,S,0.9,F,0.97,P,0.97,50+
76135,Paulo Dybala,5,Sports,23,Football (Soccer),ISFP,60,3w2,18,,0,sx/so,4,316.0,5,Sanguine [Dominant],6,VEFL,1,RCOAI,2,IS(F),1,I,0.63,S,0.77,F,0.72,P,0.92,50+
66029,Mahmood,14,Musician,1551,"European, Musicians",ISFP,60,4w3,25,EIE,4,sx/so,8,479.0,9,Melancholic-Phlegmatic,5,FELV,1,RCOAI,2,IS(F),1,I,0.92,S,0.88,F,0.88,P,0.92,50+
9951,Kit Harington,1,Pop Culture,3424,Actors and Actresses (UK & Ireland),ISFP,60,9w8,12,ESI,3,sp/sx,1,974.0,1,Melancholic [Dominant],3,,0,,0,,0,I,0.98,S,0.8,F,0.95,P,0.88,50+
74407,Dilraba Dilmurat,1,Pop Culture,3427,Actors & Actresses (Asia),ISFP,60,9w1,12,SEI,2,so/sx,6,937.0,4,Phlegmatic-Sanguine,3,FELV,2,RLOAN,1,IS(F),2,I,1.0,S,0.52,F,1.0,P,0.73,50+
9018,Sean Penn,1,Pop Culture,13,Actors and Actresses (USA),ISFP,59,8w9,31,ESI,5,sx/sp,11,846.0,11,Phlegmatic-Choleric,11,VEFL,1,RLUEN,6,IF(S),6,I,0.92,S,0.78,F,0.73,P,0.86,50+
502997,Salvador Ramos,10,Noteworthy,94,Criminals,ISFP,59,4w3,25,ESI,6,sx/sp,8,468.0,11,Melancholic-Choleric,10,VFEL,1,RLUEN,7,IS(T),1,I,0.97,S,0.9,F,0.53,P,0.97,50+
427959,Moon Sua (Billlie),29,Kpop,1548,Kpop,ISFP,59,3w2,9,EIE,2,sx/so,4,378.0,6,Sanguine [Dominant],7,EVFL,1,SCOAI,5,ES(F),1,I,0.42,S,0.68,F,0.76,P,0.69,50+
42750,Kim Yohan (WEi),29,Kpop,1548,Kpop,ISFP,58,9w1,19,,0,,0,936.0,2,Sanguine [Dominant],5,,0,RCUAI,1,,0,I,0.64,S,0.98,F,0.97,P,0.93,50+
45105,Cássia Eller,14,Musician,10107,"Brazil, Musicians",ISFP,58,6w5,21,ILI,3,sx/sp,5,648.0,4,Phlegmatic-Sanguine,8,,0,RCUEI,2,IF(S),1,I,0.97,S,0.62,F,0.69,P,0.88,50+
135302,Jennifer Pan,10,Noteworthy,94,Criminals,ISFP,57,9w1,34,SEI,4,sp/sx,7,946.0,8,Phlegmatic [Dominant],9,,0,RLUAN,3,,0,I,0.96,S,0.89,F,0.93,P,0.89,50+
48533,Linda McCartney,6,Political,270,Activists,ISFP,57,9w1,26,SEI,6,so/sx,10,926.0,12,Sanguine-Phlegmatic,9,FELV,3,RCUAN,6,IF(S),2,I,0.96,S,0.58,F,0.98,P,0.91,50+
94604,Miya (GWSN),29,Kpop,1548,Kpop,ISFP,57,9w8,7,SEI,3,sx/sp,3,497.0,2,Phlegmatic [Dominant],3,EVLF,1,RCUAN,2,,0,I,0.96,S,0.6,F,0.6,P,1.0,50+
43374,Suzu Hirose,1,Pop Culture,3427,Actors & Actresses (Asia),ISFP,57,1w2,33,EII,1,so/sp,6,469.0,7,Melancholic [Dominant],3,EFVL,1,RCUAN,1,IS(F),1,I,0.6,S,0.91,F,0.53,P,0.98,50+
56078,Rodney Mullen,5,Sports,4937,Skateboarding,ISFP,57,5w4,22,LII,2,sp/sx,5,592.0,5,Phlegmatic-Sanguine,2,,0,SCOAI,3,,0,I,1.0,S,0.68,F,0.46,P,0.95,50+
11613,Damien Chazelle,1,Pop Culture,207,Film Directors,ISFP,56,4w5,23,,0,sp/sx,3,451.0,1,Phlegmatic-Melancholic,3,,0,RCOAI,2,,0,I,0.93,S,0.7,F,0.86,P,0.96,50+
87393,Shohei Ohtani,5,Sports,11,Baseball,ISFP,55,9w1,25,SEI,7,sp/so,10,963.0,13,Phlegmatic-Sanguine,7,VFEL,4,RCOEI,6,IF(S),1,I,0.89,S,0.69,F,0.73,P,0.45,50+
37420,Bona (WJSN),29,Kpop,1548,Kpop,ISFP,55,3w4,16,,0,sx/so,5,379.0,3,Phlegmatic-Sanguine,1,,0,,0,,0,I,0.73,S,0.71,F,0.95,P,0.91,50+
8725,Jeff Hardy,5,Sports,3467,Wrestling,ISFP,55,4w3,19,SEE,4,so/sx,5,379.0,4,Sanguine [Dominant],5,,0,RCUAN,2,,0,I,0.91,S,0.91,F,0.98,P,0.98,50+
54537,Francesco Totti,5,Sports,23,Football (Soccer),ISFP,54,9w8,14,SEI,5,sp/sx,4,974.0,5,Phlegmatic-Choleric,8,FELV,2,RCUAN,3,IF(S),2,I,0.57,S,0.96,F,0.96,P,0.94,50+
9672,Cary Grant,1,Pop Culture,3392,People of Classic Hollywood,ISFP,54,7w8,18,SEI,3,so/sp,1,748.0,2,Sanguine-Melancholic,4,,0,,0,,0,I,0.52,S,0.59,F,0.56,P,0.89,50+
198129,Phil Foden,5,Sports,23,Football (Soccer),ISFP,52,9w8,8,,0,sx/so,3,972.0,2,Sanguine-Phlegmatic,3,,0,,0,,0,I,0.9,S,1.0,F,0.52,P,1.0,50+
43852,Paul Gauguin,16,The Arts,592,Artists,ISFP,52,4w3,18,SEI,4,sx/sp,7,485.0,10,Melancholic-Choleric,7,VELF,3,RCUEN,3,EN(F),1,I,0.87,S,0.46,F,0.6,P,0.6,50+
54905,Violeta Parra,14,Musician,1601,"Latin American, Musicians",ISFP,52,4w5,23,ESI,2,sx/so,11,461.0,4,Melancholic [Dominant],13,ELVF,1,RLUAI,2,IN(F),1,I,0.96,S,0.81,F,0.96,P,0.94,50+
45426,Tite Kubo,16,The Arts,3440,Artists (Comics),ISFP,52,7w6,17,ESI,4,sx/sp,4,794.0,6,Melancholic-Choleric,6,EFVL,2,RLUAI,4,IF(S),2,I,0.9,S,0.77,F,0.87,P,0.83,50+
449915,Mikey Madison,1,Pop Culture,13,Actors and Actresses (USA),ISFP,51,9w8,20,SEI,6,sx/so,5,926.0,8,Phlegmatic-Melancholic,7,EFVL,1,RCUAN,5,IS(F),3,I,0.98,S,0.63,F,0.94,P,0.94,50+
36957,Seolhyun (AOA),29,Kpop,1548,Kpop,ISFP,51,9w1,22,LSE,2,sp/so,8,947.0,4,Phlegmatic-Sanguine,6,,0,RCUAN,3,,0,I,0.94,S,0.9,F,0.86,P,0.57,50+
19421,Pierce Brosnan,1,Pop Culture,3424,Actors and Actresses (UK & Ireland),ISFP,51,9w8,17,SEI,6,sp/so,5,962.0,3,Phlegmatic-Sanguine,5,,0,SCOAN,2,,0,I,0.94,S,0.96,F,0.45,P,0.57,50+
19391,Clyde Barrow,10,Noteworthy,94,Criminals,ISFP,50,9w1,20,SEI,2,sx/sp,3,748.0,3,Melancholic-Choleric,5,,0,,0,,0,I,0.64,S,0.64,F,0.58,P,0.96,50+
33196,Camille Rowe,1,Pop Culture,275,Models,ISFP,50,4w5,16,IEE,4,sx/sp,2,459.0,3,Phlegmatic [Dominant],6,,0,RLUAI,3,,0,I,0.96,S,0.56,F,0.98,P,1.0,50+
35801,Gustav Klimt,16,The Arts,592,Artists,ISFP,50,4w5,21,IEI,2,sx/so,3,458.0,2,,0,FVEL,1,,0,IF(S),1,I,0.94,S,0.88,F,0.94,P,0.96,50+
21391,Jinhwan / Jay (iKON),29,Kpop,1548,Kpop,ISFP,50,9w1,13,EIE,3,so/sp,2,937.0,1,Melancholic-Sanguine,1,FEVL,1,SLUEN,1,,0,I,0.98,S,0.66,F,0.98,P,0.66,50+
37451,DΞΔN,29,Kpop,1548,Kpop,ISFP,50,4w3,23,IEI,5,sp/sx,9,496.0,6,Phlegmatic-Melancholic,4,EFLV,2,RCOAI,4,IN(F),3,I,1.0,S,0.9,F,0.98,P,0.94,50+
76013,Kim Woosung (The Rose),29,Kpop,1548,Kpop,ISFP,50,4w3,14,,0,sx/sp,3,479.0,3,Phlegmatic-Melancholic,3,EVFL,1,RCUAI,1,,0,I,0.82,S,0.54,F,0.86,P,0.84,50+
68896,Xion (ONEUS),29,Kpop,1548,Kpop,ISFP,50,9w8,20,ESI,4,so/sp,7,926.0,5,Phlegmatic-Choleric,4,EFLV,3,RCOAI,4,IF(S),1,I,0.76,S,0.94,F,0.82,P,0.56,50+
285603,PHARAOH,14,Musician,1551,"European, Musicians",ISFP,50,4w3,21,LII,12,sx/sp,16,468.0,8,Melancholic-Choleric,13,EFVL,7,RLUEN,5,IS(F),1,I,1.0,S,0.8,F,0.62,P,0.86,50+
208524,Muriel Benavides Torres (Piyoasdf),15,Internet,3378,Artists & Animators,ISFP,50,2w3,20,SEI,1,so/sp,3,296.0,4,Sanguine-Phlegmatic,4,,0,RCOAN,1,,0,I,0.96,S,0.78,F,1.0,P,0.82,50+
13719,Gareth Bale,5,Sports,23,Football (Soccer),ISFP,49,9w1,19,SEI,4,sp/sx,4,396.0,5,Phlegmatic [Dominant],6,EFVL,2,RLUAN,2,IF(S),2,I,0.98,S,0.9,F,0.8,P,0.82,40-49
72169,Ed Maverick,14,Musician,1601,"Latin American, Musicians",ISFP,49,4w3,15,ESI,3,sp/sx,4,479.0,3,Melancholic [Dominant],6,FELV,1,RCOAN,2,,0,I,0.96,S,0.63,F,1.0,P,0.84,40-49
567981,Miguel Cazares Mora,1,Pop Culture,13,Actors and Actresses (USA),ISFP,48,9w8,9,,0,sp/sx,1,954.0,2,Phlegmatic-Choleric,10,,0,RCUEN,1,IS(F),1,I,0.9,S,0.92,F,0.56,P,0.96,40-49
10345,Kevin Costner,1,Pop Culture,13,Actors and Actresses (USA),ISFP,48,9w8,15,SLI,4,sx/sp,1,926.0,4,Phlegmatic [Dominant],2,FVEL,1,RCUAN,2,,0,I,0.98,S,0.92,F,0.85,P,0.67,40-49
194843,Chase Stokes,1,Pop Culture,13,Actors and Actresses (USA),ISFP,48,3w4,10,,0,sp/sx,2,396.0,2,Phlegmatic [Dominant],3,,0,SCUAI,1,,0,I,0.56,S,0.54,F,0.94,P,0.94,40-49
9738,"David Berkowitz ""Son of Sam""",10,Noteworthy,94,Criminals,ISFP,48,6w5,18,SEI,1,sp/sx,4,649.0,3,Melancholic-Sanguine,4,,0,RLUEI,1,IF(S),1,I,1.0,S,0.62,F,0.96,P,0.98,40-49
73764,Arón Piper,1,Pop Culture,3425,Actors & Actresses (Europe),ISFP,48,4w3,10,ESI,3,sx/so,2,497.0,3,Phlegmatic-Melancholic,6,FELV,1,RCUAN,1,,0,I,0.94,S,0.98,F,0.65,P,1.0,40-49
