id,name,cat_id,category,sub_cat_id,subcategory,four_letter,four_letter_total_voted,enneagram,enneagram_total_voted,socionics,socionics_total_voted,instinctual_variant,instinctual_variant_total_voted,tritype,tritype_total_voted,temperaments,temperaments_total_voted,attitudinal_psyche,attitudinal_psyche_total_voted,big_5_SLOAN,big_5_SLOAN_total_voted,classic_jungian,classic_jungian_total_voted,letter_1,letter_1_percentage,letter_2,letter_2_percentage,letter_3,letter_3_percentage,letter_4,letter_4_percentage,four_letter_total_voted_binned
70,Barack Obama,6,Political,12,Presidents of the USA,ENFJ,3588,3w2,778,EIE,166,so/sp,207,397.0,175,Phlegmatic-Sanguine,147,LVFE,46,SCOAI,106,EF(N),62,E,0.97,N,0.96,F,0.49,J,0.51,50+
4245,Jimin (BTS),29,Kpop,1548,Kpop,ENFJ,1768,3w2,723,EIE,102,sx/so,273,371.0,189,Sanguine-Melancholic,152,VEFL,57,SLOAN,83,EF(N),29,E,0.97,N,0.77,F,0.91,J,0.79,50+
28434,Bang Chan (Stray Kids),29,Kpop,1548,Kpop,ENFJ,1338,2w3,622,ESE,77,so/sx,291,269.0,221,Sanguine-Melancholic,204,VELF,62,SCOAI,124,EF(N),32,E,0.98,N,0.96,F,0.98,J,0.97,50+
24955,Beomgyu (TXT),29,Kpop,1548,Kpop,ENFJ,1196,4w3,534,IEI,87,so/sx,238,371.0,200,Sanguine-Melancholic,179,EFVL,53,SLOAI,104,EF(S),37,E,0.77,N,0.74,F,0.98,J,0.94,50+
8943,Jackson Wang (GOT7),29,Kpop,1548,Kpop,ENFJ,1056,3w2,207,SEE,34,so/sx,71,378.0,50,Sanguine [Dominant],48,FEVL,10,SCUAN,20,ES(F),6,E,1.0,N,0.51,F,0.97,J,0.51,50+
11993,Anya Taylor-Joy,1,Pop Culture,3424,Actors and Actresses (UK & Ireland),ENFJ,1035,7w6,280,ESE,65,so/sx,87,729.0,73,Sanguine [Dominant],80,EFVL,16,SLUAI,23,EF(N),15,E,0.89,N,0.66,F,0.95,J,0.89,50+
971,Emma Stone,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,752,6w7,212,ESE,55,so/sx,70,639.0,61,Sanguine [Dominant],58,EFVL,18,SLOAI,27,EF(N),11,E,0.98,N,0.91,F,0.76,J,0.66,50+
52937,Sydney Sweeney,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,681,3w2,220,ESE,46,sx/so,72,379.0,47,Sanguine [Dominant],56,VEFL,18,SLOAI,25,EF(S),21,E,0.96,N,0.78,F,0.67,J,0.91,50+
10686,Meghan Markle,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,663,3w2,255,EIE,42,so/sp,74,378.0,58,Phlegmatic-Choleric,51,VEFL,16,SLOAI,36,EF(N),11,E,0.97,N,0.81,F,0.89,J,0.9,50+
19051,Alexandria Ocasio-Cortez,6,Political,357,Government (USA),ENFJ,648,6w7,243,EIE,64,so/sx,82,628.0,78,Choleric-Sanguine,56,VEFL,24,SLOAI,34,EF(N),13,E,0.96,N,0.87,F,0.95,J,0.91,50+
422117,Huh Yunjin (LE SSERAFIM),29,Kpop,1548,Kpop,ENFJ,520,6w7,150,EIE,57,so/sp,63,629.0,65,Phlegmatic-Sanguine,56,VEFL,32,SCOAI,53,EF(N),30,E,0.75,N,0.79,F,0.98,J,0.78,50+
529174,Danielle (NewJeans),29,Kpop,1548,Kpop,ENFJ,509,2w3,153,ESE,42,so/sx,52,279.0,56,Sanguine-Phlegmatic,44,EFLV,22,SCOAI,36,EF(N),26,E,1.0,N,0.67,F,0.97,J,0.7,50+
29749,Dove Cameron,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,488,4w3,188,EIE,35,sp/sx,54,471.0,46,Melancholic-Sanguine,48,EFVL,16,SLOAI,26,EF(N),9,E,0.6,N,0.55,F,0.98,J,0.58,50+
6126,Anthony Padilla,15,Internet,3375,Comedians,ENFJ,434,6w7,84,IEE,23,sp/so,30,694.0,27,Sanguine-Phlegmatic,32,ELFV,10,SCOAI,20,EF(N),8,E,0.61,N,0.83,F,0.99,J,0.86,50+
64059,Ekrem İmamoğlu,6,Political,5094,Government (Middle East),ENFJ,431,3w2,159,ESE,31,so/sp,35,379.0,35,Phlegmatic-Sanguine,22,VEFL,7,SCOAI,22,ES(T),7,E,0.99,N,0.58,F,0.65,J,0.65,50+
689,Oprah Winfrey,1,Pop Culture,85,Hosts & Presenters,ENFJ,424,3w2,167,EIE,37,so/sx,56,316.0,32,Phlegmatic-Choleric,24,VEFL,15,SCOAI,16,EF(N),8,E,0.96,N,0.88,F,0.97,J,0.99,50+
20619,Choerry (ARTMS),29,Kpop,1548,Kpop,ENFJ,399,7w6,156,IEE,30,so/sx,56,792.0,40,Sanguine [Dominant],51,EFLV,9,SCUAI,21,EF(S),5,E,0.99,N,0.78,F,0.99,J,0.79,50+
16719,Saoirse Ronan,1,Pop Culture,3424,Actors and Actresses (UK & Ireland),ENFJ,383,2w1,117,EIE,30,so/sp,36,278.0,32,Sanguine [Dominant],25,VEFL,9,SCOAI,13,EF(N),5,E,0.96,N,0.7,F,0.86,J,0.9,50+
8919,Chanyeol (EXO),29,Kpop,1548,Kpop,ENFJ,374,7w6,113,EIE,15,so/sx,38,793.0,30,Sanguine-Melancholic,27,VELF,11,SLUAI,12,EF(N),10,E,0.96,N,0.94,F,0.95,J,0.74,50+
2192,Justin Trudeau,6,Political,268,Government (World),ENFJ,330,3w2,133,EIE,31,so/sx,53,379.0,42,Sanguine [Dominant],28,VEFL,12,SCOAN,32,EF(N),13,E,0.97,N,0.88,F,0.92,J,0.92,50+
8916,Suho (EXO),29,Kpop,1548,Kpop,ENFJ,310,2w3,80,ESI,6,so/sp,19,261.0,16,Phlegmatic [Dominant],17,VEFL,2,SLOAN,15,EF(S),2,E,0.64,N,0.53,F,0.97,J,0.98,50+
2712,Meryl Streep,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,301,2w1,92,ESE,15,sx/so,19,251.0,21,Phlegmatic-Sanguine,9,LEFV,9,SCUAI,7,EF(N),4,E,0.86,N,0.62,F,0.52,J,0.56,50+
470,Matthew McConaughey,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,299,3w4,112,EIE,25,sx/so,32,379.0,29,Phlegmatic-Sanguine,15,FELV,2,SCOAI,6,,0,E,0.96,N,0.7,F,0.72,J,0.69,50+
29502,Malala Yousafzai,6,Political,270,Activists,ENFJ,296,1w2,137,EII,21,sp/so,30,126.0,28,Phlegmatic-Melancholic,23,VELF,6,RCOAI,16,EF(N),1,E,0.95,N,0.98,F,0.95,J,0.99,50+
3400,Gal Gadot,1,Pop Culture,3432,Actors & Actresses (World),ENFJ,277,2w3,85,ESE,25,so/sx,30,279.0,23,Sanguine-Phlegmatic,15,FELV,9,SLOAI,10,EF(S),6,E,0.95,N,0.63,F,0.93,J,0.93,50+
34167,Solar (MAMAMOO),29,Kpop,1548,Kpop,ENFJ,273,2w3,89,ESI,21,so/sx,17,271.0,38,Sanguine [Dominant],14,EVFL,4,SCOAI,13,EF(N),4,E,0.73,N,0.71,F,0.79,J,0.96,50+
22498,Rosalía,14,Musician,1551,"European, Musicians",ENFJ,271,3w4,126,EIE,15,so/sx,47,379.0,24,Sanguine [Dominant],34,EFVL,10,SCOAI,14,EF(N),8,E,0.99,N,0.93,F,0.97,J,0.66,50+
995,Hugh Jackman,1,Pop Culture,3426,Actors & Actresses (Oceania),ENFJ,270,2w3,70,ESE,15,so/sx,14,279.0,14,Sanguine [Dominant],12,EVFL,4,SCOAI,7,EF(S),6,E,0.99,N,0.53,F,0.96,J,0.96,50+
3281,Johann Wolfgang von Goethe,16,The Arts,3458,"Writers (Literature, Classic)",ENFJ,270,4w5,120,EIE,53,sx/so,38,451.0,38,Melancholic-Phlegmatic,28,FVLE,54,SLOEI,16,EF(N),16,E,0.73,N,0.98,F,0.96,J,0.92,50+
13533,Jim Jones,10,Noteworthy,94,Criminals,ENFJ,216,2w3,117,EIE,38,so/sx,45,261.0,36,Sanguine-Phlegmatic,25,VELF,19,SLOEI,24,EF(N),12,E,0.98,N,0.99,F,0.95,J,0.98,50+
14234,Franz Liszt,14,Musician,732,Classical,ENFJ,203,3w2,97,EIE,19,sx/so,24,317.0,16,Sanguine-Choleric,25,VEFL,8,SCOAI,12,EN(F),6,E,0.98,N,0.98,F,0.96,J,0.59,50+
26715,"Minnie, (G)I-DLE",29,Kpop,1548,Kpop,ENFJ,203,2w3,72,ESE,13,so/sx,19,217.0,15,Sanguine-Melancholic,16,EVFL,6,SLOAI,8,EF(N),8,E,0.97,N,0.9,F,0.97,J,0.9,50+
11777,Colleen Ballinger,15,Internet,3375,Comedians,ENFJ,199,3w2,85,EIE,26,so/sx,32,379.0,25,Sanguine [Dominant],21,VEFL,14,SLOEI,33,EF(N),11,E,0.95,N,0.74,F,0.95,J,0.78,50+
11324,Luka Magnotta,10,Noteworthy,94,Criminals,ENFJ,197,3w4,128,EIE,39,sx/so,49,378.0,37,Sanguine-Melancholic,30,FEVL,18,SLUEI,25,ES(F),9,E,0.92,N,0.65,F,0.92,J,0.64,50+
459797,Kit Connor,1,Pop Culture,3424,Actors and Actresses (UK & Ireland),ENFJ,197,1w2,75,ESE,8,sx/so,19,396.0,19,Sanguine-Phlegmatic,26,FELV,7,RCOAI,18,EF(S),5,E,0.68,N,0.94,F,0.97,J,0.92,50+
290043,Yassine Bounou,5,Sports,23,Football (Soccer),ENFJ,188,9w1,37,ESE,9,so/sx,14,927.0,11,Sanguine-Phlegmatic,11,EFVL,5,SCOAI,8,EF(N),8,E,0.57,N,0.97,F,0.97,J,0.96,50+
16710,Hailee Steinfeld,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,187,6w7,60,ESE,12,sx/so,17,631.0,12,Sanguine [Dominant],15,FELV,5,SCOAN,10,EF(N),4,E,0.81,N,0.76,F,0.96,J,0.73,50+
12473,Chloë Grace Moretz,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,181,6w7,36,EIE,13,sx/so,15,629.0,13,Phlegmatic-Sanguine,10,FELV,2,SCUAI,8,ES(T),3,E,0.96,N,0.48,F,0.62,J,0.44,50+
11673,Jessica Chastain,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,172,2w3,53,ESE,6,so/sp,11,259.0,14,Sanguine-Choleric,10,VEFL,1,SCOAI,10,EF(N),3,E,0.63,N,0.9,F,0.95,J,0.97,50+
809543,Sung Hanbin (ZEROBASEONE),29,Kpop,1548,Kpop,ENFJ,172,2w1,79,ESE,23,so/sx,42,297.0,31,Phlegmatic-Sanguine,27,VEFL,15,SCOAI,27,EF(N),22,E,0.98,N,0.88,F,0.98,J,0.99,50+
462,Kate Winslet,1,Pop Culture,3424,Actors and Actresses (UK & Ireland),ENFJ,172,4w3,64,EIE,20,sx/so,22,461.0,17,Sanguine-Choleric,15,VEFL,7,SCOAI,9,EF(N),5,E,0.9,N,0.93,F,0.9,J,0.89,50+
27109,Willem Dafoe,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,168,2w3,68,EIE,25,so/sp,16,251.0,23,Melancholic-Phlegmatic,16,FEVL,6,SCOAI,11,EF(N),6,E,0.91,N,0.83,F,0.88,J,0.76,50+
81146,Ian Somerhalder,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,165,7w8,60,SLE,7,so/sx,18,738.0,16,Sanguine-Phlegmatic,12,,0,SCOAN,1,EF(N),2,E,0.99,N,0.65,F,0.69,J,0.65,50+
15914,Ewan McGregor,1,Pop Culture,3424,Actors and Actresses (UK & Ireland),ENFJ,164,4w3,47,EIE,7,so/sp,6,279.0,13,Sanguine [Dominant],9,EVFL,2,SLOAI,3,,0,E,0.8,N,0.72,F,0.95,J,0.52,50+
129644,Q (The Boyz),29,Kpop,1548,Kpop,ENFJ,161,7w6,62,EIE,4,so/sp,27,127.0,30,Sanguine-Choleric,16,EVLF,8,SLOAI,10,EF(N),3,E,0.94,N,0.63,F,0.98,J,0.87,50+
114093,Projota,14,Musician,10107,"Brazil, Musicians",ENFJ,149,9w1,72,IEE,10,so/sp,21,972.0,18,Melancholic-Phlegmatic,18,VELF,1,SCOEI,10,EF(N),4,E,0.56,N,0.77,F,0.79,J,0.76,50+
40338,Lea Michele,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,147,3w2,71,EIE,6,so/sp,22,386.0,15,Choleric [Dominant],14,VEFL,3,SLOEI,6,EF(S),2,E,0.99,N,0.88,F,0.77,J,0.98,50+
18589,Kang Daniel,29,Kpop,1548,Kpop,ENFJ,145,9w8,24,IEE,9,sp/sx,8,927.0,8,Sanguine-Melancholic,9,EFVL,4,SLOAI,5,,0,E,0.94,N,0.51,F,0.99,J,0.52,50+
40312,Ramani Durvasula,21,Science,3455,Psychology & Neuroscience,ENFJ,142,8w7,41,EIE,13,so/sx,12,852.0,5,Phlegmatic-Sanguine,5,VELF,3,SCOAI,7,ET(S),3,E,0.7,N,0.94,F,0.85,J,0.97,50+
31138,Chris Ulmer (Special Books by Special Kids),15,Internet,3382,"Scientists, Technology & Educators",ENFJ,141,2w3,55,ESE,6,so/sx,15,279.0,12,Sanguine [Dominant],18,EVFL,3,SCOAI,10,EF(N),1,E,0.99,N,0.99,F,1.0,J,1.0,50+
14694,Bradley Cooper,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,138,3w2,53,ESE,14,so/sx,11,379.0,7,Phlegmatic-Sanguine,9,EVFL,2,SCOAI,6,EF(N),1,E,0.83,N,0.94,F,0.97,J,0.95,50+
137,Reese Witherspoon,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,137,3w2,36,ESE,9,so/sx,7,316.0,6,Sanguine-Phlegmatic,10,EVFL,5,SCOAI,4,EF(S),2,E,0.96,N,0.85,F,0.98,J,0.95,50+
12664,Ethan Hawke,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,137,4w5,66,EIE,10,so/sx,13,415.0,14,Phlegmatic-Sanguine,8,EVLF,2,SLOAI,5,ES(T),2,E,0.62,N,0.96,F,0.91,J,0.72,50+
24814,Lee Chaeyeon,29,Kpop,1548,Kpop,ENFJ,136,2w3,45,EIE,6,so/sx,9,216.0,7,Melancholic-Sanguine,8,FVLE,1,SCOAI,5,EF(N),3,E,0.78,N,0.69,F,0.99,J,0.83,50+
31435,Jameela Jamil,1,Pop Culture,3424,Actors and Actresses (UK & Ireland),ENFJ,135,1w2,69,ESE,7,so/sp,8,136.0,8,Phlegmatic-Sanguine,4,VEFL,1,SLOAI,1,EF(N),2,E,0.94,N,0.87,F,0.98,J,0.71,50+
36539,Shayne Topp (Smosh),15,Internet,3375,Comedians,ENFJ,131,6w7,25,EIE,6,so/sp,6,279.0,6,Sanguine-Choleric,9,EFLV,3,SCOAI,3,EF(N),2,E,0.53,N,0.98,F,0.97,J,0.95,50+
124294,Rezo,15,Internet,3375,Comedians,ENFJ,129,1w9,34,IEE,5,so/sp,11,137.0,9,Sanguine-Choleric,12,VLEF,5,SCOAI,11,ES(T),4,E,0.98,N,0.95,F,0.51,J,0.5,50+
280170,Edvin Ryding,1,Pop Culture,3425,Actors & Actresses (Europe),ENFJ,128,3w4,30,ESE,2,sx/sp,11,395.0,8,Phlegmatic-Sanguine,18,LEVF,1,SCOAI,3,,0,E,0.95,N,0.77,F,0.81,J,0.92,50+
162840,Simu Liu,1,Pop Culture,3423,Actors & Actresses (Canada),ENFJ,126,3w2,42,ESE,1,so/sx,8,379.0,10,Sanguine [Dominant],8,EFVL,2,SCOAI,4,EF(S),1,E,0.98,N,0.71,F,0.97,J,0.8,50+
5806,Jared Padalecki,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,124,9w8,27,EIE,5,sx/so,9,947.0,9,Sanguine [Dominant],6,FLEV,1,SCOAI,3,,0,E,0.72,N,0.75,F,0.98,J,0.75,50+
10153,Victoria Justice,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,124,2w1,53,ESE,18,so/sx,16,296.0,16,Phlegmatic-Sanguine,17,EFLV,2,SCOAN,7,EF(N),3,E,0.85,N,0.83,F,0.91,J,0.95,50+
194846,Madelyn Cline,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,123,6w7,50,ESE,9,so/sx,18,629.0,21,Phlegmatic-Sanguine,16,EFVL,4,SLOAI,10,IS(F),5,E,0.81,N,0.85,F,0.98,J,0.66,50+
34613,Gisele Bündchen,1,Pop Culture,275,Models,ENFJ,120,3w2,53,EIE,14,sp/so,14,379.0,14,Phlegmatic-Sanguine,16,FVLE,2,SCOAI,4,EF(S),5,E,0.93,N,0.84,F,0.98,J,0.97,50+
58951,Vivien Leigh,1,Pop Culture,3424,Actors and Actresses (UK & Ireland),ENFJ,118,4w3,63,EIE,12,sx/so,22,478.0,13,Sanguine-Melancholic,13,EVFL,4,SLOAI,10,EF(N),2,E,0.62,N,0.56,F,0.96,J,0.57,50+
19460,Jacinda Ardern,6,Political,268,Government (World),ENFJ,116,2w1,58,EIE,11,so/sx,12,217.0,9,Sanguine [Dominant],8,VEFL,8,SCOAI,6,EF(N),2,E,0.99,N,0.94,F,0.98,J,0.96,50+
17678,Paola Carosella,16,The Arts,875,Culinary Arts,ENFJ,116,1w9,38,EIE,7,so/sx,19,126.0,11,Choleric-Melancholic,16,LVFE,5,SCOEI,10,EF(N),4,E,0.96,N,0.91,F,0.59,J,0.95,50+
213570,Rachel Zegler,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,115,3w2,50,EIE,14,so/sx,25,361.0,14,Sanguine-Melancholic,19,VFEL,7,SLOEI,12,EF(N),8,E,0.91,N,0.66,F,0.87,J,0.84,50+
298361,Ananda Morais,14,Musician,10107,"Brazil, Musicians",ENFJ,115,2w3,28,EIE,4,sp/sx,4,279.0,6,Phlegmatic-Sanguine,15,,0,RCUAI,2,IS(F),1,E,0.52,N,0.81,F,0.72,J,0.66,50+
20091,Sharon Osbourne,1,Pop Culture,85,Hosts & Presenters,ENFJ,113,2w3,36,ESE,7,so/sx,12,286.0,9,Sanguine-Choleric,7,,0,SCOEN,1,EF(S),2,E,0.99,N,0.51,F,0.53,J,0.96,50+
30819,Bang Shi Hyuk,29,Kpop,1548,Kpop,ENFJ,112,6w5,19,LIE,1,so/sp,3,136.0,2,,0,,0,,0,,0,E,0.83,N,0.97,F,0.52,J,0.99,50+
42452,Cameron Boyce,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,109,2w3,32,ESE,7,so/sx,11,279.0,9,Sanguine-Phlegmatic,11,EFVL,2,SCOAI,4,IN(F),1,E,0.81,N,0.82,F,0.99,J,0.88,50+
314583,Kang Yeseo (Kep1er),29,Kpop,1548,Kpop,ENFJ,109,6w7,26,ESE,6,so/sx,5,612.0,7,Phlegmatic-Sanguine,15,EVFL,3,SLOAN,5,,0,E,0.97,N,0.5,F,1.0,J,0.89,50+
252755,Renato Cariani,5,Sports,3406,Bodybuilding,ENFJ,108,3w2,47,ESE,7,so/sp,19,369.0,15,Sanguine-Phlegmatic,28,VEFL,5,SCOAI,7,EF(N),10,E,0.94,N,0.89,F,0.5,J,0.98,50+
16704,Camila Mendes,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,107,3w2,34,EIE,3,sp/so,8,397.0,11,Sanguine [Dominant],6,FELV,1,SCOAI,5,EF(S),2,E,0.99,N,0.91,F,0.99,J,0.94,50+
359532,Kim Chaehyun (Kep1er),29,Kpop,1548,Kpop,ENFJ,107,2w3,39,EIE,7,so/sx,9,297.0,12,Sanguine-Phlegmatic,8,EVFL,6,SLOAI,7,EF(S),3,E,0.91,N,0.79,F,0.85,J,0.8,50+
23918,Kwon Yuri (SNSD),29,Kpop,1548,Kpop,ENFJ,103,2w3,33,ESE,4,sx/so,13,279.0,10,Sanguine [Dominant],12,VELF,1,SCOAI,4,,0,E,1.0,N,0.86,F,0.98,J,0.9,50+
131784,Naya Rivera,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,101,3w2,44,EIE,4,so/sx,6,278.0,11,Sanguine [Dominant],12,EVFL,4,SCOAI,6,,0,E,0.95,N,0.86,F,0.92,J,0.87,50+
10457,Giancarlo Esposito,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,101,3w2,35,EIE,5,so/sx,7,379.0,5,Sanguine-Phlegmatic,7,EVFL,2,SCOAI,6,EF(N),1,E,0.97,N,0.99,F,0.85,J,0.99,50+
38383,Grayson Dolan,15,Internet,3375,Comedians,ENFJ,99,2w3,61,EIE,2,sx/sp,10,278.0,22,Sanguine-Choleric,9,VEFL,1,SLOAI,5,EF(N),3,E,0.98,N,0.62,F,0.92,J,0.92,50+
16718,Natalie Dormer,1,Pop Culture,3424,Actors and Actresses (UK & Ireland),ENFJ,98,3w2,29,EIE,6,sx/so,6,315.0,6,Sanguine-Choleric,12,,0,SLOAI,1,EF(N),2,E,0.86,N,0.82,F,0.78,J,0.79,50+
165483,Javier Santaolalla (Date un Vlog),15,Internet,3382,"Scientists, Technology & Educators",ENFJ,96,3w2,33,IEE,11,so/sp,14,359.0,13,Sanguine-Phlegmatic,13,VLEF,4,SCOAI,10,EF(N),7,E,0.88,N,0.95,F,0.72,J,0.65,50+
408163,Dmytro Komarov,21,Science,3472,Naturalism,ENFJ,95,9w1,68,ESE,8,so/sx,16,972.0,23,Sanguine [Dominant],17,FELV,4,SCOAI,8,EF(S),6,E,1.0,N,0.44,F,0.99,J,0.72,50+
142428,Choi Hyunsuk (TREASURE),29,Kpop,1548,Kpop,ENFJ,92,3w2,26,EIE,1,so/sx,3,379.0,1,Sanguine-Phlegmatic,4,VEFL,1,SLUAI,1,,0,E,0.99,N,0.91,F,0.96,J,0.6,50+
30973,Adam Mickiewicz,16,The Arts,3458,"Writers (Literature, Classic)",ENFJ,92,6w7,27,EIE,7,so/sx,11,631.0,10,Choleric-Melancholic,10,EVFL,6,SLOAI,4,EF(N),4,E,0.78,N,0.95,F,0.93,J,0.87,50+
18904,Taddl (Dat Adam),14,Musician,1551,"European, Musicians",ENFJ,88,4w5,35,EIE,2,so/sx,11,479.0,13,Phlegmatic-Melancholic,10,VEFL,2,RCOAN,1,,0,E,0.55,N,0.93,F,0.99,J,0.57,50+
20677,Jane Fonda,1,Pop Culture,3392,People of Classic Hollywood,ENFJ,84,1w2,35,EIE,4,sx/so,14,137.0,5,Sanguine-Choleric,4,,0,SCOAI,3,,0,E,0.96,N,0.76,F,0.79,J,0.92,50+
58338,Sarah Michelle Gellar,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,83,2w3,27,EIE,1,so/sx,10,361.0,10,Sanguine-Phlegmatic,5,EFLV,3,SCOAI,6,EF(N),2,E,0.99,N,0.99,F,0.94,J,0.55,50+
74066,Keke Palmer,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,82,2w3,29,ESE,7,so/sx,10,278.0,10,Sanguine [Dominant],11,EFVL,1,SCUAI,5,EN(F),2,E,1.0,N,0.79,F,1.0,J,0.76,50+
32766,Ansel Elgort,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,80,3w2,35,IEE,2,sx/so,5,379.0,2,Phlegmatic [Dominant],4,,0,SCOEI,2,,0,E,0.95,N,0.86,F,0.88,J,0.86,50+
11313,Dakota Fanning,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,80,9w1,19,EIE,11,so/sp,6,927.0,7,Phlegmatic-Sanguine,6,ELFV,2,SCOAI,6,EF(N),4,E,0.89,N,0.86,F,0.94,J,0.8,50+
26323,Alfred Adler,21,Science,3455,Psychology & Neuroscience,ENFJ,79,9w8,24,ESE,6,so/sx,9,952.0,6,Phlegmatic-Melancholic,4,,0,SCOAI,5,EF(S),2,E,0.96,N,0.94,F,0.99,J,0.97,50+
3741,F. Scott Fitzgerald,16,The Arts,3458,"Writers (Literature, Classic)",ENFJ,78,6w5,34,EIE,6,sp/sx,12,649.0,8,Melancholic [Dominant],11,ELVF,4,SLUAI,5,EF(N),4,E,0.71,N,0.81,F,0.92,J,0.77,50+
114106,Brené Brown,16,The Arts,82,"Writers (Literature, Modern)",ENFJ,76,1w2,25,IEE,7,so/sp,5,126.0,3,,0,,0,,0,ET(S),1,E,0.67,N,0.87,F,0.63,J,0.96,50+
3484,Michael Phelps,5,Sports,440,Swimming & Diving,ENFJ,76,3w2,23,EIE,3,sp/so,6,387.0,5,Melancholic-Phlegmatic,5,VLEF,1,SCOEI,2,EF(N),1,E,0.72,N,0.62,F,0.53,J,0.64,50+
25512,Michelle Yeoh,1,Pop Culture,3427,Actors & Actresses (Asia),ENFJ,75,1w2,13,ESI,3,so/sx,3,127.0,4,Sanguine-Choleric,2,,0,SCOAI,2,,0,E,0.99,N,0.48,F,0.55,J,0.56,50+
15269,Leonard Bernstein,14,Musician,732,Classical,ENFJ,74,7w6,37,EIE,7,sx/so,5,748.0,6,Choleric [Dominant],6,,0,SLOAI,2,EF(N),3,E,0.7,N,0.97,F,1.0,J,0.96,50+
144174,Park Min-young,1,Pop Culture,3427,Actors & Actresses (Asia),ENFJ,74,7w6,18,IEE,3,so/sx,3,721.0,4,Sanguine-Phlegmatic,1,,0,SCOAI,1,EN(F),1,E,0.78,N,0.92,F,0.99,J,0.57,50+
179231,Kerem Bürsin,1,Pop Culture,3432,Actors & Actresses (World),ENFJ,73,7w8,25,EIE,2,so/sx,6,793.0,2,Sanguine [Dominant],4,EVFL,2,SCUAI,3,EF(N),1,E,0.64,N,0.93,F,0.95,J,0.93,50+
145999,Alexander Rybak,14,Musician,1551,"European, Musicians",ENFJ,72,4w3,18,IEI,1,so/sp,9,479.0,7,Sanguine-Choleric,8,EFVL,2,RCOAI,2,,0,E,0.86,N,0.99,F,1.0,J,0.65,50+
23289,Viola Davis,1,Pop Culture,13,Actors and Actresses (USA),ENFJ,71,1w9,26,EIE,4,so/sp,6,126.0,5,Phlegmatic-Sanguine,7,,0,SCOAI,3,EF(S),1,E,0.79,N,0.96,F,0.94,J,0.96,50+
282572,Karamo Brown,1,Pop Culture,85,Hosts & Presenters,ENFJ,71,2w1,25,EIE,4,so/sp,6,296.0,4,Melancholic-Phlegmatic,2,,0,SCOAI,3,,0,E,1.0,N,0.94,F,0.92,J,1.0,50+
40689,Celso Portiolli,1,Pop Culture,85,Hosts & Presenters,ENFJ,69,7w6,28,ESE,6,sx/so,9,793.0,8,Sanguine-Phlegmatic,6,EVLF,3,SCUAI,7,,0,E,0.97,N,0.88,F,0.96,J,0.77,50+
11597,Cory Booker,6,Political,357,Government (USA),ENFJ,69,3w2,26,EIE,3,so/sx,4,317.0,2,Choleric-Sanguine,1,,0,,0,,0,E,1.0,N,0.93,F,0.99,J,0.99,50+
41756,U-Know Yunho (TVXQ),29,Kpop,1548,Kpop,ENFJ,69,1w2,19,SEE,1,so/sx,3,137.0,8,Choleric-Melancholic,6,VEFL,2,SLOEI,3,EF(S),1,E,0.93,N,0.64,F,0.51,J,0.97,50+
73235,Masih Alinejad,6,Political,270,Activists,ENFJ,68,1w2,19,EIE,6,so/sx,5,126.0,5,Choleric [Dominant],3,EFVL,3,SLOEI,3,EF(N),3,E,1.0,N,0.9,F,0.51,J,0.9,50+
35120,Sophia Loren,1,Pop Culture,3392,People of Classic Hollywood,ENFJ,67,1w2,29,EIE,6,sx/so,6,126.0,8,Sanguine-Melancholic,7,FEVL,4,SCOEI,1,,0,E,0.9,N,0.69,F,0.93,J,0.73,50+
19311,Lupita Nyong'o,1,Pop Culture,3432,Actors & Actresses (World),ENFJ,67,9w8,24,ESE,2,sp/so,7,972.0,4,Phlegmatic-Sanguine,6,EVFL,1,SCOAI,1,EF(N),2,E,0.93,N,0.91,F,0.97,J,0.96,50+
